,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
186,1,0,0,0,0,0,1,0,0,0,0,1,0,9,11,186
187,0,0,0,0,0,1,0,0,1,0,0,1,0,9,11,187
188,0,1,1,0,0,0,0,0,0,0,0,1,0,9,11,188
189,0,0,0,1,0,0,0,0,0,0,0,1,1,9,11,189
190,0,0,0,0,0,1,0,0,1,0,0,1,0,9,11,190
191,0,1,0,0,0,0,0,1,0,0,0,1,0,9,11,191
192,0,0,1,0,0,0,0,0,0,0,1,1,0,9,11,192
193,0,0,0,0,0,1,1,0,0,0,0,1,0,9,11,193
194,0,0,1,0,0,0,0,0,0,1,0,1,0,9,11,194
195,0,0,0,0,0,0,1,0,0,0,1,1,0,9,11,195
196,0,0,0,1,0,0,1,0,0,0,0,0,1,6,12,196
197,0,1,0,0,0,0,1,0,0,0,0,0,1,6,12,197
198,0,1,0,0,0,0,1,0,0,0,0,0,1,6,12,198
199,1,0,0,0,0,0,0,0,0,1,0,0,1,6,12,199
200,0,0,0,0,0,0,1,0,0,1,0,0,1,6,12,200
201,0,0,0,1,0,0,0,1,0,0,0,0,1,6,12,201
202,0,0,0,0,0,1,1,0,0,0,0,0,1,6,12,202
203,0,0,0,0,1,0,0,0,1,0,0,0,1,6,12,203
204,1,0,0,0,0,0,0,0,1,0,0,0,1,6,12,204
205,0,0,0,0,0,0,1,0,0,1,0,0,1,6,12,205
